order_id,product_id,quantity,unit_price
194,46,2,355.38
195,21,1,43.49
196,32,3,51.64
197,37,3,316.69
197,26,2,147.83
197,5,1,364.33
197,44,2,260.62
198,31,2,245.54
198,36,1,307.01
199,10,3,53.9
199,1,2,379.41
200,6,1,19.81
201,18,3,126.85
202,4,2,149.45
202,50,3,91.19
203,19,3,45.71
204,4,3,149.45
204,3,1,329.4
204,4,1,149.45
205,25,2,188.91
206,39,1,239.78
206,21,2,43.49
206,37,3,316.69
206,29,2,212.45
207,24,3,173.9
208,25,2,188.91
208,18,3,126.85
208,22,2,227.93
208,18,1,126.85
209,39,3,239.78
209,1,1,379.41
209,39,2,239.78
210,25,3,188.91
210,25,3,188.91
210,50,1,91.19
210,29,2,212.45
211,18,2,126.85
211,11,3,254.1
211,49,1,51.25
212,18,3,126.85
212,44,2,260.62
213,25,1,188.91
213,49,3,51.25
213,15,2,224.88
213,39,1,239.78
214,17,3,218.57
214,49,1,51.25
215,35,2,171.57
216,38,3,139.35
216,17,3,218.57
216,21,2,43.49
216,33,3,70.16
217,6,1,19.81
217,45,2,117.42
218,26,3,147.83
218,10,1,53.9
218,3,2,329.4
219,6,1,19.81
219,21,3,43.49
219,2,2,262.12
219,18,3,126.85
220,14,3,390.62
221,17,2,218.57
221,28,1,37.33
222,17,1,218.57
222,22,1,227.93
223,4,1,149.45
224,32,1,51.64
224,39,3,239.78
224,26,1,147.83
224,46,1,355.38
225,42,1,192.27
225,43,3,28.96
226,24,1,173.9
226,47,1,13.91
227,4,3,149.45
227,2,1,262.12
227,17,3,218.57
228,7,1,170.18
229,38,3,139.35
229,29,3,212.45
229,7,2,170.18
230,8,2,40.83
230,31,2,245.54
230,11,2,254.1
230,16,1,119.4
231,3,1,329.4
231,15,1,224.88
232,50,2,91.19
232,7,2,170.18
233,22,2,227.93
233,15,2,224.88
233,8,3,40.83
233,24,1,173.9
234,12,3,379.35
235,10,2,53.9
235,27,2,318.78
235,16,1,119.4
235,2,2,262.12
236,17,2,218.57
236,7,2,170.18
237,33,1,70.16
237,41,3,336.79
238,8,2,40.83
238,49,1,51.25
238,24,2,173.9
239,25,2,188.91
240,10,3,53.9
240,2,2,262.12
240,33,2,70.16
241,34,2,65.03
242,27,1,318.78
243,12,3,379.35
243,50,1,91.19
244,6,3,19.81
245,14,1,390.62
245,40,3,319.77
246,13,1,236.29
246,5,3,364.33
246,47,3,13.91
247,22,2,227.93
247,41,2,336.79
247,6,1,19.81
248,16,1,119.4
248,37,2,316.69
248,3,1,329.4
249,23,3,86.35
250,23,3,86.35
251,37,1,316.69
251,19,1,45.71
251,47,2,13.91
251,29,3,212.45
252,2,1,262.12
252,6,1,19.81
253,20,2,257.37
254,45,3,117.42
255,34,1,65.03
255,45,2,117.42
255,7,2,170.18
255,7,3,170.18
256,30,2,293.13
257,8,1,40.83
258,15,1,224.88
258,43,3,28.96
259,41,2,336.79
260,26,1,147.83
261,16,2,119.4
261,46,2,355.38
261,37,2,316.69
261,26,3,147.83
262,44,2,260.62
262,16,2,119.4
263,7,3,170.18
263,12,1,379.35
263,21,2,43.49
264,15,1,224.88
265,3,1,329.4
266,41,3,336.79
266,3,3,329.4
266,7,2,170.18
267,16,1,119.4
267,19,1,45.71
267,20,2,257.37
267,42,1,192.27
268,6,2,19.81
268,38,3,139.35
268,10,2,53.9
269,27,3,318.78
269,19,2,45.71
269,16,3,119.4
270,40,3,319.77
270,37,1,316.69
270,42,2,192.27
270,13,3,236.29
271,40,2,319.77
271,31,2,245.54
271,2,1,262.12
272,38,2,139.35
272,1,2,379.41
272,11,1,254.1
272,21,3,43.49
273,14,2,390.62
273,4,1,149.45
273,11,3,254.1
274,43,1,28.96
274,34,2,65.03
274,29,2,212.45
274,48,1,145.41
275,27,2,318.78
275,43,2,28.96
276,34,1,65.03
276,48,3,145.41
276,49,2,51.25
277,27,1,318.78
277,1,2,379.41
278,32,2,51.64
279,40,3,319.77
279,8,2,40.83
279,29,3,212.45
280,19,2,45.71
280,26,3,147.83
280,36,3,307.01
281,48,2,145.41
282,35,2,171.57
282,10,2,53.9
283,6,2,19.81
283,21,3,43.49
284,1,1,379.41
284,4,2,149.45
284,37,2,316.69
284,20,3,257.37
285,34,3,65.03
285,47,3,13.91
285,28,2,37.33
285,30,2,293.13
286,29,1,212.45
286,44,1,260.62
286,34,1,65.03
287,42,3,192.27
287,37,1,316.69
287,13,2,236.29
287,32,2,51.64
288,45,3,117.42
288,48,1,145.41
288,11,2,254.1
289,33,1,70.16
289,8,3,40.83
289,19,3,45.71
290,34,2,65.03
290,33,1,70.16
291,4,3,149.45
291,37,3,316.69
292,45,2,117.42
293,20,2,257.37
294,13,1,236.29
295,42,3,192.27
295,33,1,70.16
295,37,1,316.69
296,11,3,254.1
296,49,3,51.25
297,11,3,254.1
298,4,3,149.45
298,1,3,379.41
298,50,3,91.19
298,21,1,43.49
299,11,1,254.1
299,18,3,126.85
299,7,3,170.18
300,40,2,319.77
300,2,1,262.12
300,15,2,224.88
300,38,1,139.35
301,16,1,119.4
301,3,1,329.4
302,30,2,293.13
303,5,1,364.33
303,44,2,260.62
303,44,3,260.62
303,38,1,139.35
304,2,1,262.12
304,6,1,19.81
304,11,2,254.1
304,25,1,188.91
305,8,2,40.83
305,35,2,171.57
305,22,2,227.93
306,23,3,86.35
306,16,2,119.4
306,13,2,236.29
306,19,2,45.71
307,43,1,28.96
307,22,1,227.93
307,16,3,119.4
308,35,1,171.57
308,36,2,307.01
308,30,1,293.13
309,47,2,13.91
309,25,3,188.91
310,33,1,70.16
310,15,2,224.88
310,44,1,260.62
310,46,2,355.38
311,35,1,171.57
311,26,3,147.83
311,33,1,70.16
312,35,2,171.57
313,20,1,257.37
313,25,3,188.91
314,21,1,43.49
314,43,1,28.96
315,13,1,236.29
315,46,2,355.38
315,6,1,19.81
316,19,2,45.71
316,26,2,147.83
316,50,3,91.19
316,41,1,336.79
317,44,3,260.62
317,45,2,117.42
317,27,1,318.78
318,26,2,147.83
318,41,1,336.79
319,39,3,239.78
319,15,3,224.88
319,44,1,260.62
320,28,1,37.33
320,49,2,51.25
321,36,2,307.01
322,37,2,316.69
322,46,3,355.38
323,1,1,379.41
323,49,3,51.25
323,19,1,45.71
324,16,3,119.4
325,50,2,91.19
325,48,1,145.41
326,48,3,145.41
326,15,2,224.88
326,34,1,65.03
326,23,2,86.35
327,33,1,70.16
327,44,3,260.62
327,14,2,390.62
327,44,3,260.62
328,3,3,329.4
328,36,2,307.01
329,35,2,171.57
329,16,1,119.4
330,6,1,19.81
330,41,2,336.79
330,9,1,28.35
330,44,3,260.62
331,46,1,355.38
331,1,3,379.41
332,45,2,117.42
332,9,3,28.35
332,10,3,53.9
333,36,2,307.01
334,39,2,239.78
334,50,2,91.19
335,1,2,379.41
335,32,1,51.64
335,3,1,329.4
336,45,2,117.42
337,29,2,212.45
337,37,2,316.69
337,19,1,45.71
338,30,2,293.13
339,7,3,170.18
339,32,2,51.64
339,32,1,51.64
340,6,3,19.81
340,19,3,45.71
340,40,3,319.77
341,6,1,19.81
341,48,1,145.41
342,24,1,173.9
342,41,3,336.79
342,44,1,260.62
343,25,1,188.91
343,42,2,192.27
343,21,1,43.49
344,17,1,218.57
344,4,1,149.45
344,7,3,170.18
345,32,2,51.64
345,32,3,51.64
346,10,3,53.9
347,41,2,336.79
347,6,1,19.81
347,29,2,212.45
347,13,1,236.29
348,40,3,319.77
349,43,1,28.96
350,29,1,212.45
351,25,2,188.91
351,1,2,379.41
352,31,1,245.54
352,35,2,171.57
353,26,3,147.83
353,40,1,319.77
354,37,3,316.69
354,27,2,318.78
354,31,3,245.54
355,34,3,65.03
355,2,1,262.12
355,15,3,224.88
356,10,3,53.9
357,24,3,173.9
357,16,3,119.4
357,29,2,212.45
357,17,1,218.57
358,15,2,224.88
359,46,2,355.38
359,15,3,224.88
359,30,1,293.13
360,48,3,145.41
361,44,1,260.62
361,29,1,212.45
361,33,3,70.16
361,33,3,70.16
362,30,3,293.13
363,37,2,316.69
363,50,1,91.19
364,26,1,147.83
365,45,3,117.42
366,46,1,355.38
367,37,1,316.69
367,47,2,13.91
368,49,3,51.25
368,44,1,260.62
368,17,1,218.57
369,47,2,13.91
369,3,3,329.4
369,23,1,86.35
370,3,3,329.4
371,45,2,117.42
371,2,3,262.12
372,8,1,40.83
372,17,1,218.57
372,10,3,53.9
372,19,3,45.71
373,35,3,171.57
373,49,2,51.25
373,29,1,212.45
374,33,2,70.16
374,3,1,329.4
374,5,1,364.33
374,40,3,319.77
375,11,3,254.1
375,29,2,212.45
375,15,3,224.88
375,34,1,65.03
376,20,1,257.37
376,38,3,139.35
377,47,2,13.91
377,22,3,227.93
377,30,2,293.13
378,38,2,139.35
378,22,1,227.93
378,2,1,262.12
379,47,3,13.91
379,10,2,53.9
380,23,3,86.35
380,37,3,316.69
380,38,1,139.35
381,13,2,236.29
382,24,2,173.9
383,20,2,257.37
384,23,3,86.35
384,46,2,355.38
385,43,2,28.96
385,31,3,245.54
385,24,1,173.9
386,14,1,390.62
386,43,2,28.96
387,11,3,254.1
387,5,1,364.33
387,20,3,257.37
388,5,1,364.33
388,38,1,139.35
388,38,1,139.35
389,23,3,86.35
389,28,3,37.33
389,5,2,364.33
389,21,1,43.49
390,49,1,51.25
391,14,1,390.62
392,33,3,70.16
392,7,1,170.18
392,16,3,119.4
393,6,1,19.81
394,1,1,379.41
394,18,3,126.85
395,2,1,262.12
395,21,2,43.49
395,48,1,145.41
396,12,1,379.35
396,27,1,318.78
396,6,3,19.81
397,17,2,218.57
397,1,1,379.41
397,21,3,43.49
397,42,2,192.27
398,11,1,254.1
398,2,1,262.12
398,14,1,390.62
399,28,2,37.33
399,35,3,171.57
399,38,3,139.35
400,15,3,224.88
400,40,2,319.77
400,46,2,355.38
401,42,3,192.27
401,46,2,355.38
401,36,2,307.01
402,9,2,28.35
402,1,3,379.41
402,31,1,245.54
403,26,1,147.83
403,2,3,262.12
404,36,1,307.01
404,17,3,218.57
405,34,1,65.03
405,23,3,86.35
406,41,2,336.79
406,25,2,188.91
407,43,3,28.96
408,44,2,260.62
408,4,1,149.45
408,37,2,316.69
408,27,2,318.78
409,17,1,218.57
410,23,1,86.35
410,21,2,43.49
411,14,3,390.62
411,11,2,254.1
411,50,2,91.19
411,49,1,51.25
412,1,2,379.41
412,16,1,119.4
412,21,3,43.49
413,38,1,139.35
413,14,3,390.62
414,28,1,37.33
414,20,3,257.37
415,9,2,28.35
416,7,1,170.18
416,30,3,293.13
416,26,1,147.83
417,22,1,227.93
417,38,1,139.35
417,13,3,236.29
417,45,1,117.42
418,37,2,316.69
418,45,1,117.42
419,5,1,364.33
419,8,2,40.83
419,9,3,28.35
420,44,3,260.62
420,10,3,53.9
421,34,2,65.03
422,15,3,224.88
422,5,2,364.33
423,18,1,126.85
423,3,1,329.4
423,33,1,70.16
424,1,2,379.41
424,45,1,117.42
424,42,2,192.27
425,45,2,117.42
425,48,3,145.41
425,18,2,126.85
426,25,1,188.91
426,25,2,188.91
426,27,1,318.78
426,41,1,336.79
427,45,3,117.42
427,47,2,13.91
427,16,1,119.4
428,46,1,355.38
429,44,3,260.62
429,29,3,212.45
429,43,2,28.96
430,48,3,145.41
430,31,3,245.54
430,22,3,227.93
430,35,2,171.57
431,23,3,86.35
431,5,2,364.33
431,34,2,65.03
431,40,3,319.77
432,40,2,319.77
432,17,2,218.57
433,37,1,316.69
433,10,1,53.9
433,49,3,51.25
433,24,3,173.9
434,16,3,119.4
434,12,1,379.35
434,43,2,28.96
435,21,2,43.49
436,10,3,53.9
436,17,2,218.57
436,7,2,170.18
436,23,3,86.35
437,43,1,28.96
437,18,2,126.85
437,19,2,45.71
437,45,1,117.42
438,49,3,51.25
438,10,1,53.9
439,34,3,65.03
439,16,3,119.4
439,24,3,173.9
439,22,2,227.93
440,1,3,379.41
440,17,1,218.57
441,21,2,43.49
441,16,2,119.4
441,29,1,212.45
442,13,1,236.29
443,3,3,329.4
443,29,2,212.45
443,24,1,173.9
444,42,3,192.27
444,17,2,218.57
444,16,2,119.4
444,38,1,139.35
445,5,3,364.33
445,14,2,390.62
445,5,1,364.33
446,34,2,65.03
446,32,3,51.64
446,49,1,51.25
446,7,3,170.18
447,27,2,318.78
447,12,1,379.35
447,29,2,212.45
447,32,1,51.64
448,48,1,145.41
448,26,3,147.83
449,50,2,91.19
449,50,2,91.19
449,8,1,40.83
450,7,2,170.18
451,4,3,149.45
451,13,3,236.29
451,22,2,227.93
451,4,3,149.45
452,27,1,318.78
452,41,1,336.79
453,12,3,379.35
454,21,2,43.49
455,33,2,70.16
455,44,1,260.62
455,20,2,257.37
455,16,2,119.4
456,13,1,236.29
456,4,1,149.45
456,35,3,171.57
457,46,3,355.38
457,10,2,53.9
457,22,1,227.93
457,30,3,293.13
458,1,3,379.41
458,5,2,364.33
458,37,2,316.69
459,19,1,45.71
459,46,1,355.38
459,38,3,139.35
459,30,2,293.13
460,4,1,149.45
460,28,3,37.33
461,39,2,239.78
462,32,1,51.64
462,44,3,260.62
463,10,3,53.9
463,14,3,390.62
464,6,1,19.81
464,27,1,318.78
465,44,2,260.62
465,10,1,53.9
465,45,1,117.42
465,3,1,329.4
466,46,3,355.38
466,47,1,13.91
466,20,2,257.37
467,43,1,28.96
467,26,1,147.83
468,15,3,224.88
468,35,3,171.57
468,6,1,19.81
469,28,2,37.33
469,44,2,260.62
470,43,1,28.96
471,19,2,45.71
472,13,2,236.29
473,13,1,236.29
474,3,3,329.4
474,39,1,239.78
474,1,2,379.41
475,4,1,149.45
475,22,2,227.93
475,29,2,212.45
476,12,1,379.35
476,20,1,257.37
476,47,3,13.91
477,11,3,254.1
478,3,3,329.4
479,27,3,318.78
479,23,1,86.35
480,24,1,173.9
480,43,1,28.96
481,20,1,257.37
481,17,1,218.57
481,7,1,170.18
481,8,1,40.83
482,21,2,43.49
483,33,2,70.16
484,36,1,307.01
484,9,1,28.35
484,47,3,13.91
484,33,1,70.16
485,32,3,51.64
486,6,1,19.81
486,10,2,53.9
487,19,3,45.71
488,15,1,224.88
488,39,3,239.78
489,39,2,239.78
490,20,2,257.37
490,6,2,19.81
491,27,2,318.78
491,3,1,329.4
491,16,1,119.4
492,10,2,53.9
492,50,1,91.19
493,46,1,355.38
493,1,2,379.41
493,3,2,329.4
494,13,3,236.29
495,42,3,192.27
496,44,3,260.62
496,32,1,51.64
496,17,3,218.57
496,20,1,257.37
497,28,2,37.33
497,41,3,336.79
498,5,2,364.33
499,38,2,139.35
499,36,1,307.01
500,26,3,147.83
501,25,2,188.91
501,6,1,19.81
501,42,3,192.27
502,20,1,257.37
502,20,2,257.37
502,39,1,239.78
502,8,2,40.83
503,30,1,293.13
503,22,3,227.93
503,14,1,390.62
504,19,2,45.71
505,27,3,318.78
505,35,1,171.57
505,8,1,40.83
505,44,3,260.62
506,18,2,126.85
506,10,2,53.9
506,11,1,254.1
506,23,3,86.35
507,33,3,70.16
507,13,1,236.29
507,26,3,147.83
508,16,2,119.4
509,44,1,260.62
509,36,3,307.01
509,49,3,51.25
510,43,2,28.96
510,5,3,364.33
510,40,2,319.77
511,20,3,257.37
511,46,3,355.38
511,44,2,260.62
512,32,2,51.64
512,45,1,117.42
512,4,3,149.45
512,8,3,40.83
513,47,3,13.91
513,48,2,145.41
514,1,2,379.41
514,10,1,53.9
515,26,1,147.83
516,41,1,336.79
516,19,3,45.71
516,2,2,262.12
517,44,3,260.62
518,45,2,117.42
518,21,1,43.49
518,37,2,316.69
519,13,3,236.29
519,4,1,149.45
520,4,3,149.45
520,20,2,257.37
520,50,2,91.19
521,31,1,245.54
521,40,2,319.77
521,29,2,212.45
522,26,2,147.83
522,25,2,188.91
522,18,1,126.85
523,41,1,336.79
523,50,2,91.19
523,3,1,329.4
523,18,3,126.85
524,49,1,51.25
524,18,2,126.85
524,24,3,173.9
524,26,3,147.83
525,29,1,212.45
525,3,3,329.4
525,45,3,117.42
526,17,1,218.57
526,5,3,364.33
526,7,3,170.18
527,20,1,257.37
528,50,2,91.19
529,32,2,51.64
529,23,1,86.35
529,46,1,355.38
529,35,3,171.57
530,9,1,28.35
530,22,3,227.93
530,5,2,364.33
531,37,2,316.69
531,26,1,147.83
532,10,1,53.9
532,43,1,28.96
533,48,3,145.41
534,40,2,319.77
534,46,1,355.38
534,50,3,91.19
534,39,3,239.78
535,20,1,257.37
535,24,3,173.9
536,45,3,117.42
537,1,2,379.41
537,41,1,336.79
538,29,3,212.45
539,35,2,171.57
540,41,2,336.79
540,22,3,227.93
540,37,1,316.69
541,37,3,316.69
541,46,1,355.38
541,15,1,224.88
542,24,1,173.9
542,41,2,336.79
542,47,1,13.91
542,38,1,139.35
543,15,3,224.88
543,4,2,149.45
543,35,2,171.57
543,43,2,28.96
544,28,2,37.33
544,44,3,260.62
545,40,1,319.77
545,8,2,40.83
545,11,2,254.1
546,29,1,212.45
547,36,3,307.01
547,19,3,45.71
548,5,2,364.33
549,36,2,307.01
549,41,1,336.79
549,37,3,316.69
550,3,3,329.4
551,2,3,262.12
551,30,1,293.13
551,22,1,227.93
551,10,2,53.9
552,22,2,227.93
553,33,2,70.16
553,14,2,390.62
553,17,3,218.57
554,34,2,65.03
554,50,3,91.19
554,47,2,13.91
555,1,1,379.41
555,14,3,390.62
556,1,1,379.41
557,21,2,43.49
558,50,3,91.19
558,14,1,390.62
558,16,1,119.4
558,23,2,86.35
559,13,2,236.29
559,30,3,293.13
560,49,1,51.25
560,37,3,316.69
560,47,1,13.91
560,31,1,245.54
561,46,3,355.38
561,31,3,245.54
562,32,3,51.64
563,15,1,224.88
563,26,3,147.83
564,16,1,119.4
565,4,2,149.45
565,16,1,119.4
565,50,3,91.19
565,3,3,329.4
566,3,1,329.4
566,30,1,293.13
566,31,1,245.54
567,34,1,65.03
567,40,3,319.77
568,1,1,379.41
568,2,3,262.12
568,42,1,192.27
568,33,3,70.16
569,46,1,355.38
570,30,2,293.13
570,43,1,28.96
570,36,3,307.01
571,14,1,390.62
571,46,3,355.38
571,48,1,145.41
571,43,2,28.96
572,44,1,260.62
572,6,3,19.81
572,16,1,119.4
573,20,2,257.37
