order_id,customer_id,order_date,channel
162,100,2026-03-04,web
163,56,2026-01-21,in_store
164,117,2026-03-11,web
165,117,2026-01-27,in_store
166,187,2026-03-20,mobile
167,98,2026-02-21,web
168,108,2026-03-22,in_store
169,103,2026-03-09,web
170,121,2026-03-24,in_store
171,106,2026-03-01,mobile
172,69,2026-02-18,in_store
173,72,2026-02-15,web
174,22,2026-03-26,mobile
175,145,2026-02-11,web
176,19,2026-03-25,mobile
177,199,2026-02-27,mobile
178,157,2026-03-30,in_store
179,163,2026-02-08,web
180,143,2026-01-16,mobile
181,37,2026-03-31,mobile
182,189,2026-01-01,web
183,120,2026-02-17,mobile
184,6,2026-03-20,web
185,9,2026-01-28,in_store
186,200,2026-03-09,in_store
187,65,2026-03-12,web
188,70,2026-03-06,mobile
189,50,2026-02-10,in_store
190,186,2026-03-12,mobile
191,28,2026-01-01,web
192,16,2026-03-06,in_store
193,22,2026-01-28,web
194,168,2026-01-02,mobile
195,78,2026-01-24,mobile
196,111,2026-03-14,in_store
197,134,2026-01-06,web
198,153,2026-03-17,in_store
199,22,2026-03-24,mobile
200,2,2026-01-02,in_store
201,32,2026-01-17,mobile
202,146,2026-02-01,mobile
203,183,2026-03-30,web
204,143,2026-03-05,mobile
205,167,2026-03-29,in_store
206,80,2026-03-18,web
207,174,2026-01-22,web
208,42,2026-03-22,mobile
209,160,2026-03-25,in_store
210,150,2026-02-24,web
211,177,2026-01-01,mobile
212,74,2026-01-19,in_store
213,89,2026-03-10,web
214,174,2026-02-20,mobile
215,99,2026-02-28,in_store
216,198,2026-01-09,web
217,52,2026-01-25,web
218,93,2026-03-15,in_store
219,96,2026-01-14,mobile
220,156,2026-01-03,web
221,125,2026-03-17,in_store
222,115,2026-03-17,in_store
223,47,2026-02-18,web
224,143,2026-02-17,in_store
225,66,2026-02-10,in_store
226,101,2026-01-24,mobile
227,45,2026-01-05,mobile
228,182,2026-03-24,mobile
229,82,2026-01-01,web
230,83,2026-02-17,mobile
231,174,2026-01-02,mobile
232,159,2026-02-17,in_store
233,6,2026-03-22,web
234,85,2026-01-29,in_store
235,116,2026-03-12,web
236,147,2026-02-07,mobile
237,117,2026-03-03,web
238,55,2026-03-13,mobile
239,67,2026-01-31,web
240,107,2026-01-21,web
241,131,2026-01-18,mobile
242,48,2026-02-16,mobile
243,71,2026-03-15,web
244,183,2026-01-23,web
245,188,2026-03-05,mobile
246,182,2026-03-22,web
247,105,2026-01-08,in_store
248,105,2026-03-03,web
249,180,2026-02-17,in_store
250,115,2026-03-08,web
251,63,2026-02-11,in_store
252,7,2026-03-09,in_store
253,159,2026-01-24,web
254,143,2026-01-04,web
255,50,2026-02-03,web
256,46,2026-01-06,mobile
257,150,2026-03-06,mobile
258,104,2026-01-18,in_store
259,119,2026-02-20,web
260,178,2026-02-23,in_store
261,199,2026-02-16,mobile
262,14,2026-02-11,in_store
263,170,2026-03-22,web
264,52,2026-03-06,in_store
265,108,2026-02-20,mobile
266,165,2026-03-21,mobile
267,32,2026-03-08,web
268,31,2026-01-08,in_store
269,32,2026-03-07,web
270,23,2026-03-11,mobile
271,182,2026-02-16,mobile
272,86,2026-01-29,web
273,84,2026-03-04,mobile
274,18,2026-03-19,mobile
275,134,2026-01-29,in_store
276,36,2026-03-28,web
277,69,2026-03-22,in_store
278,197,2026-03-12,in_store
279,147,2026-01-20,mobile
280,118,2026-02-06,in_store
281,99,2026-03-24,mobile
282,98,2026-02-26,mobile
283,148,2026-02-18,in_store
284,63,2026-02-11,web
285,199,2026-02-09,in_store
286,11,2026-03-18,in_store
287,26,2026-02-22,mobile
288,113,2026-03-21,in_store
289,82,2026-02-16,web
290,88,2026-03-07,mobile
291,130,2026-01-25,mobile
292,28,2026-02-15,in_store
293,3,2026-01-01,mobile
294,26,2026-03-17,web
295,128,2026-03-12,in_store
296,106,2026-03-19,web
297,28,2026-01-04,web
298,126,2026-03-01,in_store
299,184,2026-01-31,mobile
300,17,2026-02-14,web
301,113,2026-01-07,in_store
302,151,2026-01-23,mobile
303,108,2026-03-19,mobile
304,106,2026-02-09,mobile
305,2,2026-02-07,mobile
306,167,2026-01-09,web
307,61,2026-02-25,web
308,34,2026-01-12,web
309,41,2026-02-17,mobile
310,149,2026-01-27,mobile
311,153,2026-02-26,in_store
312,33,2026-01-16,in_store
313,189,2026-02-19,web
314,23,2026-03-30,web
315,18,2026-03-13,mobile
316,74,2026-01-17,in_store
317,71,2026-01-23,web
318,169,2026-03-31,mobile
319,47,2026-02-07,web
320,104,2026-01-06,in_store
321,40,2026-02-18,in_store
322,162,2026-03-23,web
323,66,2026-02-25,in_store
324,150,2026-03-19,in_store
325,29,2026-01-05,mobile
326,107,2026-03-30,in_store
327,114,2026-02-13,in_store
328,200,2026-01-17,mobile
329,45,2026-03-11,web
330,44,2026-02-15,mobile
331,125,2026-03-27,mobile
332,178,2026-02-26,web
333,145,2026-01-31,mobile
334,195,2026-01-22,in_store
335,53,2026-01-15,in_store
336,72,2026-02-08,web
337,115,2026-01-15,web
338,143,2026-01-10,web
339,22,2026-02-12,in_store
340,140,2026-02-11,web
341,168,2026-03-31,mobile
342,7,2026-02-20,web
343,27,2026-02-09,in_store
344,95,2026-01-18,in_store
345,161,2026-02-21,web
346,41,2026-02-08,in_store
347,59,2026-01-21,web
348,186,2026-02-17,web
349,109,2026-01-19,mobile
350,132,2026-02-23,mobile
351,171,2026-01-23,in_store
352,145,2026-03-28,mobile
353,133,2026-02-28,mobile
354,16,2026-03-28,mobile
355,166,2026-01-18,mobile
356,190,2026-02-27,in_store
357,149,2026-02-17,in_store
358,59,2026-01-24,web
359,167,2026-01-13,web
360,139,2026-03-15,in_store
361,151,2026-03-14,web
362,194,2026-01-15,in_store
363,101,2026-03-11,web
364,36,2026-02-17,in_store
365,13,2026-02-17,web
366,55,2026-02-28,mobile
367,110,2026-01-12,in_store
368,44,2026-02-16,in_store
369,62,2026-02-17,in_store
370,92,2026-03-12,mobile
371,63,2026-02-02,mobile
372,113,2026-01-15,web
373,172,2026-02-18,web
374,7,2026-02-13,web
375,174,2026-03-18,mobile
376,93,2026-02-12,in_store
377,12,2026-01-28,web
378,91,2026-02-10,web
379,118,2026-03-19,web
380,99,2026-02-04,web
381,179,2026-01-05,in_store
382,163,2026-03-15,in_store
383,61,2026-01-19,in_store
384,190,2026-02-16,in_store
385,86,2026-01-08,in_store
386,61,2026-02-14,web
387,104,2026-02-27,mobile
388,79,2026-02-02,in_store
389,78,2026-03-16,mobile
390,71,2026-02-02,in_store
391,161,2026-02-04,web
392,103,2026-02-27,web
393,15,2026-01-17,in_store
394,148,2026-02-13,in_store
395,165,2026-01-02,in_store
396,167,2026-03-04,mobile
397,157,2026-02-12,mobile
398,15,2026-02-23,in_store
399,136,2026-01-12,mobile
400,40,2026-03-26,in_store
401,196,2026-01-05,in_store
402,93,2026-03-08,in_store
403,168,2026-02-16,web
404,35,2026-01-16,web
405,94,2026-01-20,web
406,63,2026-02-26,mobile
407,55,2026-02-11,web
408,4,2026-01-09,in_store
409,169,2026-03-22,web
410,68,2026-02-25,web
411,165,2026-02-05,mobile
412,77,2026-02-06,web
413,157,2026-03-18,mobile
414,93,2026-01-06,mobile
415,7,2026-01-15,web
416,39,2026-03-06,in_store
417,107,2026-02-13,in_store
418,10,2026-01-18,in_store
419,187,2026-01-03,web
420,110,2026-01-01,web
421,189,2026-03-11,in_store
422,128,2026-01-10,mobile
423,181,2026-01-23,web
424,105,2026-03-13,mobile
425,140,2026-02-06,in_store
426,109,2026-02-10,in_store
427,62,2026-03-19,in_store
428,170,2026-01-15,web
429,104,2026-03-30,in_store
430,117,2026-03-15,web
431,61,2026-03-22,in_store
432,174,2026-02-11,web
433,185,2026-02-14,in_store
434,53,2026-03-09,web
435,46,2026-03-23,in_store
436,93,2026-02-24,web
437,134,2026-03-08,mobile
438,116,2026-03-23,mobile
439,175,2026-01-17,mobile
440,65,2026-01-03,in_store
441,152,2026-01-23,mobile
442,135,2026-03-23,mobile
443,109,2026-02-07,in_store
444,183,2026-02-07,mobile
445,159,2026-01-25,in_store
446,194,2026-02-27,mobile
447,145,2026-03-01,mobile
448,132,2026-01-02,in_store
449,11,2026-03-29,mobile
450,57,2026-01-10,in_store
451,23,2026-01-28,in_store
452,177,2026-02-23,in_store
453,83,2026-02-12,web
454,71,2026-03-08,mobile
455,66,2026-03-26,mobile
456,112,2026-03-11,mobile
457,96,2026-03-01,in_store
458,143,2026-03-26,web
459,10,2026-02-05,web
460,187,2026-02-26,web
461,32,2026-01-07,web
462,47,2026-01-02,in_store
463,173,2026-02-07,web
464,26,2026-03-01,web
465,169,2026-02-02,in_store
466,115,2026-02-07,web
467,84,2026-03-12,web
468,84,2026-02-18,web
469,119,2026-01-20,in_store
470,30,2026-01-05,mobile
471,168,2026-03-09,in_store
472,90,2026-01-03,mobile
473,72,2026-02-08,in_store
474,121,2026-02-04,web
475,50,2026-01-20,in_store
476,64,2026-02-12,in_store
477,117,2026-01-13,in_store
478,101,2026-03-01,web
479,149,2026-01-13,mobile
480,96,2026-03-26,in_store
481,85,2026-01-01,in_store
482,128,2026-02-04,in_store
483,63,2026-01-21,in_store
484,94,2026-01-26,mobile
485,25,2026-01-02,web
486,147,2026-01-27,in_store
487,8,2026-02-24,mobile
488,31,2026-01-11,in_store
489,182,2026-01-08,web
490,26,2026-01-06,web
491,152,2026-01-24,web
492,188,2026-03-07,in_store
493,53,2026-01-26,web
494,135,2026-02-12,web
495,13,2026-02-16,mobile
496,90,2026-03-16,web
497,191,2026-03-01,in_store
498,77,2026-03-17,in_store
499,193,2026-01-30,web
500,127,2026-03-15,in_store
501,102,2026-03-22,in_store
502,87,2026-03-26,in_store
503,108,2026-02-22,in_store
504,91,2026-02-20,mobile
505,23,2026-02-04,web
506,11,2026-02-18,web
507,101,2026-02-09,mobile
508,3,2026-01-01,web
509,145,2026-03-26,mobile
510,171,2026-02-18,web
511,114,2026-02-04,mobile
512,134,2026-03-28,web
513,97,2026-02-27,mobile
514,9,2026-02-11,mobile
515,151,2026-03-15,in_store
516,192,2026-03-17,in_store
517,141,2026-02-22,in_store
518,98,2026-03-05,in_store
519,13,2026-03-10,mobile
520,79,2026-03-08,web
521,178,2026-01-24,mobile
522,28,2026-03-29,mobile
523,53,2026-03-21,mobile
524,121,2026-03-26,in_store
525,74,2026-03-22,web
526,79,2026-02-15,in_store
527,174,2026-02-22,in_store
528,166,2026-01-23,in_store
529,101,2026-02-13,mobile
530,134,2026-02-22,in_store
531,18,2026-03-06,web
532,147,2026-02-05,in_store
533,129,2026-01-16,mobile
534,98,2026-02-06,web
535,70,2026-03-19,web
536,146,2026-01-11,mobile
537,19,2026-01-16,mobile
538,115,2026-02-05,in_store
539,143,2026-03-18,web
540,29,2026-03-03,web
541,56,2026-03-13,web
542,8,2026-03-06,mobile
543,103,2026-02-19,in_store
544,19,2026-03-24,mobile
545,159,2026-02-28,web
546,195,2026-01-25,web
547,181,2026-01-26,mobile
548,6,2026-03-20,in_store
549,53,2026-02-23,web
550,81,2026-02-15,mobile
551,45,2026-03-30,mobile
552,200,2026-03-02,mobile
553,122,2026-01-17,web
554,6,2026-01-25,in_store
555,42,2026-02-25,web
556,150,2026-03-10,mobile
557,119,2026-01-06,web
558,160,2026-03-13,mobile
559,27,2026-01-13,in_store
560,150,2026-03-23,in_store
561,103,2026-03-25,in_store
562,121,2026-03-19,web
563,98,2026-01-09,in_store
564,191,2026-01-29,in_store
565,52,2026-01-01,web
566,164,2026-03-15,mobile
567,195,2026-01-13,web
568,83,2026-01-14,in_store
569,159,2026-03-20,in_store
570,170,2026-03-11,in_store
571,54,2026-01-04,web
572,29,2026-03-20,web
573,23,2026-02-17,mobile
574,86,2026-01-25,web
575,30,2026-03-29,in_store
576,157,2026-03-15,in_store
577,6,2026-01-08,in_store
578,35,2026-02-25,web
579,181,2026-01-18,mobile
580,114,2026-01-21,in_store
581,138,2026-01-03,mobile
582,198,2026-01-31,mobile
583,27,2026-01-05,mobile
584,55,2026-03-09,web
585,23,2026-03-24,web
586,111,2026-01-16,web
587,64,2026-02-13,mobile
588,54,2026-03-24,mobile
589,178,2026-02-20,mobile
590,18,2026-03-10,web
591,37,2026-03-13,web
592,66,2026-02-08,mobile
593,83,2026-01-27,web
594,3,2026-01-25,web
595,170,2026-03-17,mobile
596,99,2026-02-02,in_store
597,58,2026-01-08,web
598,185,2026-01-23,web
599,170,2026-01-15,web
600,58,2026-03-25,web
601,165,2026-03-02,mobile
602,170,2026-02-18,mobile
603,125,2026-01-15,web
604,45,2026-01-30,mobile
605,62,2026-02-13,in_store
606,57,2026-03-03,in_store
607,16,2026-02-25,in_store
608,44,2026-03-07,mobile
609,120,2026-02-28,in_store
610,26,2026-01-27,mobile
611,47,2026-03-07,web
612,176,2026-01-05,in_store
613,36,2026-03-25,mobile
614,95,2026-03-26,in_store
615,118,2026-01-11,mobile
616,50,2026-02-08,in_store
617,43,2026-01-02,mobile
618,55,2026-03-21,web
619,70,2026-01-29,mobile
620,88,2026-02-22,in_store
621,198,2026-01-21,web
622,67,2026-03-19,mobile
623,31,2026-02-05,mobile
624,83,2026-01-08,web
625,116,2026-02-22,mobile
626,105,2026-01-13,web
627,19,2026-03-09,mobile
628,115,2026-02-01,mobile
629,65,2026-03-15,mobile
630,106,2026-02-16,in_store
631,175,2026-03-02,web
632,166,2026-01-24,mobile
633,103,2026-01-18,in_store
634,98,2026-03-26,mobile
635,10,2026-03-07,web
636,148,2026-03-11,mobile
637,5,2026-03-28,in_store
638,197,2026-02-07,in_store
639,197,2026-01-26,mobile
640,171,2026-03-17,web
641,186,2026-03-13,mobile
642,45,2026-01-11,in_store
643,68,2026-01-31,web
644,23,2026-01-26,web
645,123,2026-02-03,mobile
646,42,2026-02-03,web
647,179,2026-02-03,web
648,144,2026-01-07,web
649,25,2026-01-09,in_store
650,60,2026-03-21,web
651,163,2026-02-28,web
652,15,2026-01-04,web
653,75,2026-01-28,in_store
654,41,2026-01-08,web
655,81,2026-03-08,in_store
656,84,2026-03-07,web
657,8,2026-01-26,mobile
658,134,2026-02-16,in_store
659,100,2026-02-25,mobile
660,132,2026-01-29,mobile
661,115,2026-02-10,in_store
662,23,2026-03-23,mobile
663,120,2026-03-29,in_store
664,18,2026-03-26,mobile
665,14,2026-01-05,mobile
666,81,2026-01-21,in_store
667,93,2026-01-16,web
668,58,2026-01-24,in_store
669,34,2026-01-25,mobile
670,64,2026-01-04,mobile
671,88,2026-03-29,web
672,156,2026-01-06,web
673,159,2026-02-15,mobile
674,198,2026-03-14,web
675,194,2026-01-20,mobile
676,35,2026-01-31,in_store
677,191,2026-03-28,in_store
678,87,2026-03-02,mobile
679,17,2026-01-13,web
680,18,2026-03-05,in_store
681,164,2026-02-21,mobile
682,188,2026-02-09,in_store
683,124,2026-02-27,mobile
684,54,2026-01-27,mobile
685,119,2026-03-17,in_store
686,132,2026-02-15,web
687,94,2026-02-25,web
688,132,2026-01-24,mobile
689,155,2026-02-18,in_store
690,195,2026-01-15,in_store
691,183,2026-01-28,in_store
692,109,2026-01-18,in_store
693,161,2026-03-01,web
694,88,2026-01-22,in_store
695,45,2026-01-30,in_store
696,29,2026-03-01,in_store
697,126,2026-01-01,mobile
698,174,2026-02-23,web
699,105,2026-02-01,web
700,112,2026-02-08,mobile
701,37,2026-01-25,in_store
702,113,2026-03-17,mobile
703,129,2026-01-22,web
704,99,2026-01-09,mobile
705,109,2026-02-12,mobile
706,123,2026-02-15,in_store
707,189,2026-01-01,in_store
708,84,2026-03-17,in_store
709,104,2026-03-25,web
710,113,2026-03-05,mobile
711,164,2026-03-03,web
712,5,2026-02-17,mobile
713,138,2026-01-02,mobile
714,20,2026-01-25,web
715,38,2026-02-09,web
716,188,2026-01-14,web
717,112,2026-01-25,web
718,153,2026-01-17,mobile
719,42,2026-01-16,web
720,178,2026-03-22,web
721,28,2026-01-24,web
722,101,2026-02-22,mobile
723,39,2026-02-14,in_store
724,160,2026-03-29,web
725,87,2026-03-26,mobile
726,128,2026-01-23,in_store
727,93,2026-02-23,in_store
728,105,2026-02-12,mobile
729,55,2026-03-27,in_store
730,84,2026-02-10,in_store
731,71,2026-01-11,mobile
732,195,2026-01-11,in_store
733,199,2026-01-18,web
734,187,2026-02-27,in_store
735,17,2026-03-25,mobile
736,197,2026-03-15,in_store
737,122,2026-01-16,web
738,139,2026-01-17,mobile
739,21,2026-01-05,web
740,48,2026-01-18,in_store
741,129,2026-02-03,mobile
742,65,2026-02-03,web
743,162,2026-02-19,in_store
744,99,2026-01-30,in_store
745,142,2026-02-10,mobile
746,69,2026-03-14,mobile
747,196,2026-03-17,mobile
748,29,2026-01-18,mobile
749,198,2026-01-04,mobile
750,162,2026-02-17,in_store
751,45,2026-02-16,web
752,182,2026-03-17,web
753,31,2026-01-31,in_store
754,26,2026-01-25,in_store
755,110,2026-01-12,mobile
756,182,2026-03-17,in_store
757,58,2026-01-14,web
758,190,2026-03-07,mobile
759,192,2026-02-04,in_store
760,7,2026-01-07,mobile
761,66,2026-03-11,web
762,151,2026-01-16,web
763,106,2026-03-01,in_store
764,61,2026-02-24,web
765,62,2026-01-12,mobile
766,129,2026-01-31,web
767,199,2026-02-12,web
768,200,2026-02-27,web
769,28,2026-03-07,mobile
770,189,2026-03-24,in_store
771,11,2026-02-12,web
772,192,2026-01-25,in_store
773,24,2026-01-31,mobile
774,170,2026-02-20,web
775,74,2026-02-16,mobile
776,57,2026-01-05,mobile
777,50,2026-02-03,in_store
778,175,2026-03-04,mobile
779,115,2026-02-07,web
780,7,2026-03-31,web
781,29,2026-02-11,web
782,186,2026-02-04,mobile
783,71,2026-01-21,mobile
784,164,2026-01-20,in_store
785,57,2026-01-01,web
786,79,2026-03-17,mobile
787,187,2026-02-13,web
788,72,2026-03-26,in_store
789,171,2026-03-18,web
790,71,2026-01-16,in_store
791,97,2026-03-11,mobile
792,188,2026-03-29,web
793,188,2026-03-25,web
794,66,2026-03-23,mobile
795,16,2026-02-13,mobile
796,87,2026-03-02,web
797,70,2026-03-04,web
798,108,2026-01-20,mobile
799,91,2026-02-05,web
800,110,2026-02-24,web
801,29,2026-02-04,mobile
802,189,2026-02-17,web
803,49,2026-01-27,web
804,62,2026-01-30,mobile
805,155,2026-01-12,in_store
806,59,2026-01-15,mobile
807,163,2026-01-05,in_store
808,4,2026-01-07,in_store
809,100,2026-01-21,web
810,55,2026-03-30,web
811,48,2026-02-17,web
812,183,2026-01-22,web
813,86,2026-03-19,in_store
814,94,2026-03-26,in_store
815,107,2026-01-03,mobile
816,51,2026-03-27,in_store
817,96,2026-01-08,web
818,121,2026-01-26,in_store
819,48,2026-02-03,in_store
820,169,2026-03-07,mobile
821,158,2026-01-15,web
822,200,2026-03-15,web
823,141,2026-01-22,web
824,160,2026-01-05,in_store
825,6,2026-01-03,in_store
826,137,2026-01-31,web
827,7,2026-01-17,mobile
828,13,2026-01-21,in_store
829,113,2026-03-19,mobile
830,74,2026-01-30,mobile
831,124,2026-03-20,in_store
832,97,2026-02-28,web
833,64,2026-01-18,in_store
834,95,2026-03-01,in_store
835,182,2026-02-15,mobile
836,169,2026-02-21,web
837,54,2026-01-26,in_store
838,71,2026-02-14,in_store
839,97,2026-03-17,in_store
840,66,2026-01-18,in_store
841,25,2026-03-28,mobile
842,45,2026-03-07,web
843,26,2026-01-24,in_store
844,50,2026-02-26,in_store
845,138,2026-02-25,web
846,166,2026-02-14,mobile
847,165,2026-01-21,in_store
848,147,2026-01-07,web
849,23,2026-02-03,mobile
850,58,2026-02-17,web
851,179,2026-03-04,web
852,194,2026-02-19,mobile
853,174,2026-02-25,in_store
854,56,2026-03-01,in_store
855,176,2026-02-17,mobile
856,161,2026-03-04,in_store
857,112,2026-03-23,in_store
858,1,2026-03-26,mobile
859,185,2026-02-11,in_store
860,172,2026-01-11,mobile
861,140,2026-03-30,web
862,165,2026-01-09,mobile
863,95,2026-01-23,in_store
864,77,2026-03-04,mobile
865,183,2026-02-18,mobile
866,52,2026-01-20,mobile
867,109,2026-01-20,mobile
868,21,2026-01-05,in_store
869,104,2026-02-08,in_store
870,33,2026-03-02,web
871,129,2026-01-29,in_store
872,50,2026-03-19,in_store
873,107,2026-02-26,mobile
874,25,2026-03-11,in_store
875,178,2026-01-28,in_store
876,6,2026-02-06,mobile
877,22,2026-01-13,in_store
878,185,2026-02-09,mobile
879,154,2026-01-31,mobile
880,4,2026-01-11,mobile
881,50,2026-02-21,mobile
882,170,2026-01-14,web
883,101,2026-03-29,mobile
884,190,2026-03-25,mobile
885,132,2026-02-13,in_store
886,45,2026-02-16,mobile
887,46,2026-01-22,web
888,87,2026-01-14,in_store
889,85,2026-02-06,mobile
890,102,2026-01-02,mobile
891,162,2026-02-18,web
892,65,2026-01-31,web
893,108,2026-03-16,in_store
894,74,2026-01-28,web
895,183,2026-03-17,in_store
896,103,2026-01-21,web
897,200,2026-03-26,in_store
898,84,2026-01-07,in_store
899,191,2026-03-24,mobile
900,195,2026-03-14,mobile
901,45,2026-01-15,web
902,171,2026-02-12,web
903,15,2026-01-23,mobile
904,8,2026-01-03,mobile
905,61,2026-02-13,mobile
906,156,2026-02-25,web
907,15,2026-02-24,mobile
908,161,2026-02-03,mobile
909,135,2026-02-18,web
910,154,2026-01-04,web
911,172,2026-01-01,mobile
912,27,2026-02-07,in_store
913,140,2026-01-31,in_store
914,149,2026-01-19,in_store
915,38,2026-02-11,in_store
916,8,2026-03-24,web
917,184,2026-03-09,in_store
918,133,2026-02-19,mobile
919,95,2026-01-03,in_store
920,141,2026-03-29,in_store
921,19,2026-01-20,mobile
922,149,2026-01-16,mobile
923,79,2026-01-30,web
924,197,2026-01-24,mobile
925,176,2026-01-19,in_store
926,39,2026-02-01,in_store
927,52,2026-02-09,web
928,120,2026-03-11,web
929,193,2026-01-01,web
930,116,2026-01-15,web
931,137,2026-02-16,in_store
932,73,2026-02-07,in_store
933,84,2026-02-26,mobile
934,160,2026-01-12,web
935,27,2026-01-30,in_store
936,124,2026-02-18,mobile
937,169,2026-01-20,mobile
938,123,2026-03-20,in_store
939,5,2026-02-22,in_store
940,128,2026-02-17,web
941,188,2026-01-12,web
942,96,2026-03-15,in_store
943,133,2026-01-15,in_store
944,62,2026-03-22,in_store
945,128,2026-03-14,in_store
946,89,2026-02-08,web
947,114,2026-03-10,mobile
948,17,2026-01-23,in_store
949,136,2026-02-08,mobile
950,84,2026-03-25,mobile
951,84,2026-01-05,in_store
952,120,2026-01-24,web
953,196,2026-03-13,web
954,137,2026-01-31,in_store
955,99,2026-01-30,in_store
956,185,2026-02-17,mobile
957,90,2026-03-13,mobile
958,151,2026-03-11,in_store
959,154,2026-01-27,mobile
960,84,2026-03-02,web
961,188,2026-03-21,in_store
962,48,2026-01-26,mobile
963,38,2026-01-23,mobile
964,78,2026-02-02,in_store
965,144,2026-02-13,mobile
966,59,2026-02-11,web
967,132,2026-02-04,web
968,88,2026-01-16,in_store
969,115,2026-03-05,mobile
970,108,2026-03-21,mobile
971,63,2026-02-03,in_store
972,64,2026-01-05,web
973,90,2026-03-05,mobile
974,161,2026-01-30,mobile
975,31,2026-03-04,web
976,39,2026-02-18,web
